,선수명,연도,팀명,이닝,삼진,출루율
3078,가득염,2006,롯데,26.2,20.0,0.33
3079,장원준,2006,롯데,179.2,130.0,0.32
3080,박지철,2006,롯데,48.1,23.0,0.362
3081,노승욱,2006,롯데,17.2,10.0,0.329
3082,최대성,2006,롯데,30.0,27.0,0.423
3083,주형광,2006,롯데,67.1,26.0,0.35
3084,이왕기,2006,롯데,54.1,50.0,0.35700000000000004
3085,이상목,2006,롯데,138.2,50.0,0.289
3086,노장진,2006,롯데,48.1,32.0,0.381
3087,이정민,2006,롯데,39.0,22.0,0.34
3088,김수화,2006,롯데,56.0,22.0,0.395
3089,김유신,2006,롯데,1.1,1.0,0.429
3090,오승환,2006,삼성,79.1,109.0,0.197
3091,백준영,2006,삼성,1.0,1.0,0.0
3092,차우찬,2006,삼성,7.0,9.0,0.417
3093,조현근,2006,삼성,0.1,0.0,15.0
3094,권오준,2006,삼성,80.0,84.0,0.29600000000000004
3095,배영수,2006,삼성,157.1,133.0,0.3
3096,강영식,2006,삼성,31.0,35.0,0.353
3097,정홍준,2006,삼성,52.1,40.0,0.348
3098,하리칼라,2006,삼성,135.1,70.0,0.304
3099,브라운,2006,삼성,154.1,92.0,0.285
3100,박석진,2006,삼성,22.1,11.0,0.415
3101,전병호,2006,삼성,134.0,66.0,0.348
3102,오상민,2006,삼성,31.2,23.0,0.318
3103,임창용,2006,삼성,2.0,0.0,0.444
3104,김효남,2006,삼성,20.2,11.0,0.366
3105,임동규,2006,삼성,138.0,60.0,0.32299999999999995
3106,채형직,2006,삼성,30.2,19.0,0.386
3107,권혁,2006,삼성,8.0,6.0,0.368
3108,김기태,2006,삼성,3.1,2.0,0.375
3109,강유삼,2006,삼성,4.0,1.0,2.5
3110,김덕윤,2006,삼성,19.1,8.0,0.35700000000000004
3111,안지만,2006,삼성,6.0,4.0,0.457
3112,구대성,2006,한화,69.1,76.0,0.284
3113,류현진,2006,한화,201.2,204.0,0.275
3114,차명주,2006,한화,22.0,11.0,0.29
3115,서민욱,2006,한화,29.2,18.0,0.303
3116,송진우,2006,한화,147.1,94.0,0.333
3117,최영필,2006,한화,38.1,34.0,0.321
3118,권준헌,2006,한화,42.1,32.0,0.308
3119,문동환,2006,한화,189.0,86.0,0.336
3120,김백만,2006,한화,25.0,15.0,0.302
3121,김해님,2006,한화,55.0,23.0,0.34700000000000003
3122,양훈,2006,한화,41.1,27.0,0.35700000000000004
3123,안영명,2006,한화,76.2,48.0,0.333
3124,정민철,2006,한화,130.2,62.0,0.343
3125,신주영,2006,한화,14.1,6.0,0.413
3126,지연규,2006,한화,8.0,4.0,0.29
3127,송창식,2006,한화,17.0,11.0,0.333
3128,조성민,2006,한화,6.2,4.0,0.474
3129,임재청,2006,한화,4.1,5.0,0.429
3130,오봉옥,2006,한화,1.2,2.0,0.5
3131,박정근,2006,한화,1.0,0.0,0.7140000000000001
3132,박준수,2006,현대,69.1,65.0,0.241
3133,캘러웨이,2006,현대,166.1,95.0,0.31
3134,신철인,2006,현대,77.0,86.0,0.293
3135,임선동,2006,현대,1.0,0.0,1.0
3136,이현승,2006,현대,40.1,43.0,0.333
3137,이보근,2006,현대,37.1,25.0,0.333
3138,김민범,2006,현대,8.1,7.0,0.405
3139,손승락,2006,현대,95.0,49.0,0.34600000000000003
3140,김수경,2006,현대,85.2,64.0,0.365
3141,이동학,2006,현대,8.1,9.0,0.439
3142,장원삼,2006,현대,183.1,142.0,0.295
3143,황두성,2006,현대,71.1,76.0,0.321
3144,전준호,2006,현대,143.1,82.0,0.344
3145,송신영,2006,현대,95.1,60.0,0.336
3146,오주원,2006,현대,13.2,5.0,0.35700000000000004
3147,김성태,2006,현대,4.0,5.0,0.389
3148,장태종,2006,현대,4.2,2.0,0.444
3149,노환수,2006,현대,7.1,2.0,0.46
3150,정민태,2006,현대,2.0,1.0,0.333
3151,곽정철,2007,KIA,2.0,4.0,0.5
3152,고우석,2007,KIA,5.0,7.0,0.44
3153,한기주,2007,KIA,70.1,66.0,0.29100000000000004
3154,박정규,2007,KIA,11.1,10.0,0.313
3155,윤형진,2007,KIA,4.2,3.0,0.429
3156,윤석민,2007,KIA,162.0,105.0,0.34600000000000003
3157,손영민,2007,KIA,73.0,46.0,0.337
3158,진해수,2007,KIA,36.0,11.0,0.384
3159,차정민,2007,KIA,6.1,8.0,0.3670000000000001
3160,이대진,2007,KIA,76.2,47.0,0.35
3161,정원,2007,KIA,38.0,18.0,0.403
3162,신용운,2007,KIA,99.0,48.0,0.348
3163,스코비,2007,KIA,126.1,58.0,0.36
3164,김건한,2007,KIA,33.0,18.0,0.3720000000000001
3165,양현종,2007,KIA,49.2,48.0,0.341
3166,이범석,2007,KIA,42.2,24.0,0.37
3167,오준형,2007,KIA,41.2,19.0,0.384
3168,로드리게스,2007,KIA,31.2,15.0,0.382
3169,문수호,2007,KIA,51.2,38.0,0.397
3170,전병두,2007,KIA,28.0,9.0,0.322
3171,에서튼,2007,KIA,32.0,24.0,0.294
3172,김진우,2007,KIA,18.1,17.0,0.462
3173,임준혁,2007,KIA,10.1,4.0,0.429
3174,이상화,2007,KIA,48.1,23.0,0.38
3175,이동현,2007,KIA,11.2,2.0,0.353
3176,장준관,2007,LG,3.0,3.0,0.67
3177,민경수,2007,LG,4.1,2.0,1.15
3178,최종인,2007,LG,0.2,0.0,6.0
3179,신윤호,2007,LG,14.0,11.0,0.433
3180,류택현,2007,LG,40.0,36.0,0.343
3181,정재복,2007,LG,126.1,71.0,0.328
3182,김민기,2007,LG,88.1,43.0,0.362
3183,이승호,2007,LG,69.1,51.0,0.35100000000000003
3184,박명환,2007,LG,155.1,117.0,0.322
3185,우규민,2007,LG,78.0,26.0,0.307
3186,심수창,2007,LG,77.1,47.0,0.36
3187,김회권,2007,LG,8.0,6.0,0.429
3188,봉중근,2007,LG,111.2,56.0,0.375
3189,최원호,2007,LG,108.0,58.0,0.382
3190,하리칼라,2007,LG,86.1,24.0,0.397
3191,박석진,2007,LG,18.0,2.0,0.338
3192,경헌호,2007,LG,22.2,16.0,0.35600000000000004
3193,김광삼,2007,LG,7.1,3.0,0.476
3194,송현우,2007,LG,21.0,9.0,0.408
3195,김재현,2007,LG,10.1,5.0,0.472
3196,김기표,2007,LG,5.0,4.0,0.517
3197,정대현,2007,SK,78.1,65.0,0.272
3198,조웅천,2007,SK,74.2,59.0,0.26
3199,이한진,2007,SK,46.1,18.0,0.274
3200,채병용,2007,SK,146.0,85.0,0.317
3201,김경태,2007,SK,24.1,10.0,0.292
3202,윤길현,2007,SK,75.0,46.0,0.321
3203,가득염,2007,SK,40.1,21.0,0.319
3204,로마노,2007,SK,146.1,81.0,0.359
3205,송은범,2007,SK,71.2,33.0,0.34600000000000003
3206,레이번,2007,SK,184.2,98.0,0.339
3207,김원형,2007,SK,73.2,25.0,0.362
3208,이영욱,2007,SK,59.2,24.0,0.376
3209,권덕준,2007,SK,1.2,1.0,0.28600000000000003
3210,정우람,2007,SK,27.1,22.0,0.374
3211,최상덕,2007,SK,8.1,8.0,0.5
3212,김영수,2007,SK,1.1,1.0,0.429
3213,고효준,2007,SK,1.2,2.0,1.2
3214,신승현,2007,SK,1.0,0.0,4.0
3215,이원재,2007,두산,2.0,3.0,3.0
3216,서동환,2007,두산,3.0,1.0,1.33
3217,임태훈,2007,두산,101.1,93.0,0.289
3218,리오스,2007,두산,234.2,147.0,0.28300000000000003
3219,정재훈,2007,두산,59.0,55.0,0.35600000000000004
3220,정성훈,2007,두산,9.0,5.0,0.4
3221,이승학,2007,두산,62.1,38.0,0.3
3222,원용묵,2007,두산,11.1,8.0,0.362
3223,구자운,2007,두산,17.1,11.0,0.338
3224,김태영,2007,두산,72.2,52.0,0.322
3225,금민철,2007,두산,59.0,44.0,0.361
3226,이경필,2007,두산,34.2,14.0,0.388
3227,랜들,2007,두산,164.1,113.0,0.307
3228,김명제,2007,두산,117.2,63.0,0.358
3229,노경은,2007,두산,44.1,21.0,0.371
3230,정재훈,2007,두산,34.0,13.0,0.345
3231,김승회,2007,두산,83.1,36.0,0.35
3232,김용성,2007,두산,1.0,0.0,0.5
3233,김덕윤,2007,두산,20.1,7.0,0.317
3234,이원희,2007,두산,0.0,0.0,
3235,김유신,2007,롯데,1.0,1.0,0.0
3236,이정훈,2007,롯데,7.1,8.0,0.371
3237,김정환,2007,롯데,4.1,1.0,1.85
3238,최대성,2007,롯데,57.1,53.0,0.308
3239,카브레라,2007,롯데,56.2,60.0,0.297
3240,박석진,2007,롯데,13.0,5.0,0.339
3241,김이슬,2007,롯데,3.1,1.0,0.231
3242,임경완,2007,롯데,74.2,52.0,0.377
3243,배장호,2007,롯데,47.1,33.0,0.306
3244,강영식,2007,롯데,35.0,40.0,0.289
3245,손민한,2007,롯데,194.0,96.0,0.309
3246,염종석,2007,롯데,71.0,30.0,0.34600000000000003
3247,박지철,2007,롯데,7.1,5.0,0.417
3248,장원준,2007,롯데,156.0,103.0,0.359
3249,주형광,2007,롯데,21.2,12.0,0.326
3250,송승준,2007,롯데,117.0,77.0,0.34700000000000003
3251,최향남,2007,롯데,122.1,66.0,0.349
3252,허준혁,2007,롯데,16.1,4.0,0.418
3253,이상목,2007,롯데,37.2,14.0,0.412
3254,나승현,2007,롯데,42.0,31.0,0.373
3255,김사율,2007,롯데,1.2,0.0,0.444
3256,조정훈,2007,롯데,23.0,13.0,0.444
3257,이왕기,2007,롯데,10.2,3.0,0.438
3258,권혁,2007,삼성,77.1,100.0,0.293
3259,오상민,2007,삼성,7.1,5.0,0.333
3260,백정현,2007,삼성,4.2,5.0,0.435
3261,오승환,2007,삼성,64.1,69.0,0.241
3262,윤성환,2007,삼성,43.1,43.0,0.252
3263,김기태,2007,삼성,7.0,4.0,0.364
3264,안지만,2007,삼성,108.0,84.0,0.322
3265,조현근,2007,삼성,55.0,49.0,0.317
3266,권오준,2007,삼성,34.1,28.0,0.325
3267,윌슨,2007,삼성,38.0,9.0,0.335
3268,브라운,2007,삼성,162.1,68.0,0.318
3269,매존,2007,삼성,125.0,76.0,0.337
3270,임창용,2007,삼성,119.1,62.0,0.366
3271,전병호,2007,삼성,137.1,39.0,0.342
3272,김문수,2007,삼성,12.0,5.0,0.277
3273,권오원,2007,삼성,26.0,17.0,0.35
3274,임동규,2007,삼성,67.2,36.0,0.382
3275,차우찬,2007,삼성,28.0,17.0,0.298
3276,정현욱,2007,삼성,14.2,6.0,0.382
3277,김혁민,2007,한화,1.2,2.0,1.2
3278,구대성,2007,한화,42.1,37.0,0.312
3279,서민욱,2007,한화,1.0,0.0,2.0
3280,윤규진,2007,한화,13.2,10.0,0.35200000000000004
3281,류현진,2007,한화,211.0,178.0,0.313
3282,정민철,2007,한화,155.1,66.0,0.311
3283,안영명,2007,한화,94.0,79.0,0.315
3284,세드릭,2007,한화,158.1,140.0,0.366
3285,정민혁,2007,한화,18.2,15.0,0.35
3286,송진우,2007,한화,35.2,29.0,0.3
3287,최영필,2007,한화,99.2,48.0,0.376
3288,유원상,2007,한화,19.0,14.0,0.303
3289,양훈,2007,한화,64.1,27.0,0.34700000000000003
3290,권준헌,2007,한화,27.1,17.0,0.303
3291,조성민,2007,한화,43.0,19.0,0.35
3292,문동환,2007,한화,84.0,37.0,0.353
3293,김경선,2007,한화,13.0,6.0,0.403
3294,윤근영,2007,한화,7.0,2.0,0.474
3295,마정길,2007,한화,12.0,7.0,0.393
3296,박민주,2007,현대,0.1,0.0,0.0
3297,황두성,2007,현대,139.2,142.0,0.3
3298,이현승,2007,현대,22.2,14.0,0.404
3299,송신영,2007,현대,77.2,56.0,0.31
3300,조용훈,2007,현대,81.1,52.0,0.304
3301,이상열,2007,현대,2.2,2.0,0.5329999999999999
3302,노환수,2007,현대,26.0,25.0,0.339
3303,김수경,2007,현대,176.1,127.0,0.315
3304,장원삼,2007,현대,168.2,132.0,0.32299999999999995
3305,조순권,2007,현대,6.1,3.0,1.42
3306,캘러웨이,2007,현대,56.0,25.0,0.368
3307,박준수,2007,현대,50.1,49.0,0.358
3308,이보근,2007,현대,10.0,9.0,0.423
3309,김성태,2007,현대,41.2,26.0,0.316
3310,김세현,2007,현대,33.2,18.0,0.322
3311,전준호,2007,현대,142.0,74.0,0.348
3312,노병오,2007,현대,21.1,14.0,0.34700000000000003
3313,마일영,2007,현대,13.1,6.0,0.368
3314,장시환,2007,현대,6.0,3.0,0.528
3315,이동학,2007,현대,29.1,15.0,0.394
3316,오성민,2007,현대,1.2,1.0,0.615
3317,정민태,2007,현대,19.2,6.0,0.465
3318,전유수,2007,현대,0.1,0.0,0.667
3319,김민범,2007,현대,0.0,0.0,
3320,한기주,2008,KIA,58.0,47.0,0.279
3321,이동현,2008,KIA,8.1,5.0,0.368
3322,손영민,2008,KIA,64.0,57.0,0.341
3323,윤석민,2008,KIA,154.2,119.0,0.273
3324,유동훈,2008,KIA,78.2,39.0,0.293
3325,곽정철,2008,KIA,35.1,26.0,0.36
3326,장문석,2008,KIA,20.0,11.0,0.364
3327,데이비스,2008,KIA,61.0,43.0,0.349
3328,이범석,2008,KIA,119.2,89.0,0.294
3329,디아즈,2008,KIA,45.1,23.0,0.34700000000000003
3330,서재응,2008,KIA,79.1,45.0,0.349
3331,양현종,2008,KIA,75.2,56.0,0.374
3332,전병두,2008,KIA,12.0,12.0,0.333
3333,임준혁,2008,KIA,66.2,48.0,0.373
3334,리마,2008,KIA,70.0,28.0,0.35100000000000003
3335,박경태,2008,KIA,13.0,9.0,0.321
3336,이대진,2008,KIA,85.2,37.0,0.383
3337,진해수,2008,KIA,10.2,7.0,0.436
3338,고우석,2008,KIA,19.2,10.0,0.35700000000000004
3339,오준형,2008,KIA,23.1,10.0,0.441
3340,문수호,2008,KIA,11.1,10.0,0.431
3341,정민태,2008,KIA,3.2,3.0,0.421
3342,박근홍,2008,KIA,5.2,2.0,0.529
3343,박정규,2008,KIA,2.1,1.0,0.462
3344,전우엽,2008,KIA,1.0,1.0,
3345,오상민,2008,LG,23.0,15.0,0.304
3346,박석진,2008,LG,1.0,0.0,8.0
3347,정재복,2008,LG,71.2,44.0,0.337
3348,김회권,2008,LG,3.0,1.0,1.67
3349,송현우,2008,LG,17.1,11.0,0.292
3350,봉중근,2008,LG,186.1,140.0,0.307
3351,경헌호,2008,LG,46.2,27.0,0.305
3352,옥스프링,2008,LG,174.0,111.0,0.358
3353,김민기,2008,LG,32.0,19.0,0.431
3354,심수창,2008,LG,66.1,20.0,0.398
3355,정찬헌,2008,LG,106.1,59.0,0.366
3356,이재영,2008,LG,51.1,31.0,0.34
3357,류택현,2008,LG,14.2,10.0,0.481
3358,우규민,2008,LG,51.1,16.0,0.34600000000000003
3359,박명환,2008,LG,23.0,16.0,0.457
3360,브라운,2008,LG,36.1,15.0,0.426
3361,최원호,2008,LG,39.2,14.0,0.387
3362,김광수,2008,LG,25.1,18.0,0.433
3363,김수형,2008,LG,7.2,4.0,0.421
3364,이범준,2008,LG,91.2,37.0,0.37
3365,김재현,2008,LG,5.2,5.0,0.469
3366,이승호,2008,LG,24.1,15.0,0.468
3367,장진용,2008,LG,8.2,5.0,0.444
3368,최종인,2008,LG,1.0,0.0,0.5
3369,최상덕,2008,SK,14.0,5.0,0.269
3370,윤길현,2008,SK,49.2,49.0,0.313
3371,임성헌,2008,SK,0.1,0.0,0.0
3372,김광현,2008,SK,162.0,150.0,0.29600000000000004
3373,얀,2008,SK,29.1,17.0,0.274
3374,정대현,2008,SK,60.2,50.0,0.308
3375,송은범,2008,SK,114.2,77.0,0.342
3376,이영욱,2008,SK,45.0,44.0,0.292
3377,이한진,2008,SK,34.0,15.0,0.336
3378,정우람,2008,SK,77.2,64.0,0.28300000000000003
3379,채병용,2008,SK,136.2,81.0,0.311
3380,조웅천,2008,SK,47.0,34.0,0.313
3381,김원형,2008,SK,74.1,41.0,0.326
3382,고효준,2008,SK,1.0,1.0,0.25
3383,가득염,2008,SK,32.2,24.0,0.362
3384,레이번,2008,SK,133.2,68.0,0.354
3385,이승호,2008,SK,35.1,28.0,0.365
3386,레이,2008,SK,20.1,11.0,0.423
3387,조영민,2008,SK,53.0,22.0,0.341
3388,김준,2008,SK,1.0,2.0,0.5710000000000001
3389,전병두,2008,SK,21.0,18.0,0.3720000000000001
3390,쿠비얀,2008,SK,7.0,4.0,0.444
3391,신윤호,2008,SK,0.2,1.0,0.75
3392,김덕윤,2008,두산,1.2,3.0,1.8
3393,김태영,2008,두산,86.1,82.0,0.244
3394,이용찬,2008,두산,14.2,12.0,0.177
3395,이재우,2008,두산,87.1,68.0,0.249
3396,임태훈,2008,두산,87.0,84.0,0.279
3397,레이어,2008,두산,35.0,20.0,0.39
3398,정재훈,2008,두산,53.0,39.0,0.29600000000000004
3399,김선우,2008,두산,101.2,46.0,0.341
3400,금민철,2008,두산,59.1,49.0,0.35700000000000004
3401,박민석,2008,두산,27.2,24.0,0.297
3402,노경은,2008,두산,8.2,7.0,0.429
3403,원용묵,2008,두산,2.0,1.0,0.375
3404,이윤학,2008,두산,3.0,3.0,0.4
3405,레스,2008,두산,31.2,21.0,0.38
3406,랜들,2008,두산,150.2,101.0,0.35200000000000004
3407,진야곱,2008,두산,32.1,19.0,0.348
3408,이원재,2008,두산,48.0,23.0,0.383
3409,고창성,2008,두산,3.2,2.0,0.421
3410,김명제,2008,두산,111.0,59.0,0.301
3411,이승학,2008,두산,59.2,25.0,0.358
3412,이혜천,2008,두산,109.1,83.0,0.34700000000000003
3413,이재영,2008,두산,17.0,9.0,0.397
3414,서동환,2008,두산,3.0,1.0,0.438
3415,김이슬,2008,롯데,8.0,6.0,0.226
3416,염종석,2008,롯데,24.2,16.0,0.349
3417,코르테스,2008,롯데,12.2,10.0,0.34
3418,최향남,2008,롯데,50.1,48.0,0.266
3419,조정훈,2008,롯데,80.0,55.0,0.324
3420,이용훈,2008,롯데,99.0,61.0,0.375
3421,배장호,2008,롯데,37.0,19.0,0.389
3422,송승준,2008,롯데,153.1,114.0,0.35200000000000004
3423,손민한,2008,롯데,179.0,80.0,0.311
3424,강영식,2008,롯데,56.1,41.0,0.237
3425,장원준,2008,롯데,155.2,102.0,0.331
3426,나승현,2008,롯데,42.0,26.0,0.339
3427,임경완,2008,롯데,38.2,25.0,0.36
3428,김휘곤,2008,롯데,4.0,1.0,0.556
3429,허준혁,2008,롯데,3.0,1.0,0.579
3430,김사율,2008,롯데,21.2,8.0,0.326
3431,매클레리,2008,롯데,101.2,43.0,0.387
3432,김유신,2008,롯데,0.2,1.0,0.5
3433,김일엽,2008,롯데,47.2,18.0,0.338
3434,최대성,2008,롯데,1.0,0.0,0.667
3435,김영수,2008,롯데,2.2,1.0,0.467
3436,백정현,2008,삼성,3.0,4.0,0.308
3437,오승환,2008,삼성,57.2,51.0,0.233
3438,권오준,2008,삼성,16.2,17.0,0.292
3439,백준영,2008,삼성,2.2,0.0,1.13
3440,정현욱,2008,삼성,127.0,97.0,0.312
3441,김기태,2008,삼성,9.1,3.0,0.431
3442,안지만,2008,삼성,69.2,64.0,0.332
3443,윤성환,2008,삼성,135.1,102.0,0.32
3444,권혁,2008,삼성,47.2,37.0,0.307
3445,박성훈,2008,삼성,2.0,1.0,0.4
3446,에니스,2008,삼성,29.2,20.0,0.29600000000000004
3447,권오원,2008,삼성,47.1,25.0,0.35200000000000004
3448,이상목,2008,삼성,124.2,53.0,0.35200000000000004
3449,차우찬,2008,삼성,36.2,28.0,0.358
3450,배영수,2008,삼성,114.2,71.0,0.344
3451,전병호,2008,삼성,83.0,21.0,0.379
3452,오버뮬러,2008,삼성,82.0,50.0,0.354
3453,조현근,2008,삼성,42.2,19.0,0.35700000000000004
3454,조진호,2008,삼성,29.0,11.0,0.384
3455,곽동훈,2008,삼성,11.0,4.0,0.333
3456,션,2008,삼성,26.0,12.0,0.453
3457,김상수,2008,삼성,13.2,11.0,0.443
3458,김문수,2008,삼성,6.2,3.0,0.406
3459,최원제,2008,삼성,3.0,2.0,0.526
3460,정홍준,2008,삼성,1.1,0.0,0.5
3461,권준헌,2008,한화,2.1,1.0,1.29
3462,토마스,2008,한화,63.1,63.0,0.31
3463,문용민,2008,한화,0.2,0.0,3.0
3464,구대성,2008,한화,41.1,29.0,0.335
3465,김경선,2008,한화,13.0,8.0,0.321
3466,류현진,2008,한화,165.2,143.0,0.315
3467,마정길,2008,한화,92.2,67.0,0.28300000000000003
3468,최영필,2008,한화,85.2,48.0,0.369
3469,윤규진,2008,한화,69.1,47.0,0.378
3470,유원상,2008,한화,123.2,77.0,0.374
3471,정대훈,2008,한화,2.2,1.0,0.455
3472,정민철,2008,한화,127.1,56.0,0.35100000000000003
3473,송진우,2008,한화,132.2,73.0,0.3670000000000001
3474,김혁민,2008,한화,65.1,34.0,0.36
3475,양훈,2008,한화,65.1,30.0,0.383
3476,윤기호,2008,한화,5.2,3.0,0.433
3477,안영명,2008,한화,57.2,39.0,0.382
3478,김백만,2008,한화,13.0,5.0,0.39
3479,박정진,2008,한화,1.1,0.0,0.625
3480,윤경영,2008,한화,1.0,1.0,0.769
3481,양승진,2008,한화,1.0,1.0,
3482,김성현,2008,히어로즈,38.0,31.0,0.315
3483,다카쓰,2008,히어로즈,21.0,18.0,0.294
3484,장원삼,2008,히어로즈,167.1,126.0,0.305
3485,이보근,2008,히어로즈,7.1,7.0,0.462
3486,송신영,2008,히어로즈,72.1,63.0,0.378
3487,조용훈,2008,히어로즈,56.0,34.0,0.34600000000000003
3488,노환수,2008,히어로즈,26.2,17.0,0.345
3489,박준수,2008,히어로즈,27.1,17.0,0.292
3490,김수경,2008,히어로즈,106.2,63.0,0.334
3491,마일영,2008,히어로즈,173.0,84.0,0.317
3492,김세현,2008,히어로즈,23.0,13.0,0.436
3493,황두성,2008,히어로즈,104.1,77.0,0.313
3494,이현승,2008,히어로즈,120.0,78.0,0.361
3495,민성기,2008,히어로즈,6.1,3.0,0.379
3496,스코비,2008,히어로즈,55.2,25.0,0.414
3497,전준호,2008,히어로즈,56.1,36.0,0.394
3498,이동학,2008,히어로즈,6.1,3.0,0.433
3499,신철인,2008,히어로즈,10.0,8.0,0.333
3500,이정호,2008,히어로즈,9.1,8.0,0.417
3501,조순권,2008,히어로즈,5.1,3.0,0.423
3502,장태종,2008,히어로즈,9.2,4.0,0.453
3503,전유수,2008,히어로즈,7.0,7.0,0.45
3504,이상열,2008,히어로즈,4.0,1.0,0.455
3505,장시환,2008,히어로즈,1.0,1.0,0.5710000000000001
3506,전우엽,2009,KIA,4.0,4.0,0.294
3507,박정규,2009,KIA,2.0,2.0,0.455
3508,로페즈,2009,KIA,190.1,129.0,0.316
3509,유동훈,2009,KIA,67.1,38.0,0.225
3510,손영민,2009,KIA,94.0,65.0,0.285
3511,윤석민,2009,KIA,119.2,117.0,0.319
3512,양현종,2009,KIA,148.2,139.0,0.311
3513,곽정철,2009,KIA,95.2,70.0,0.338
3514,구톰슨,2009,KIA,161.1,95.0,0.308
3515,임준혁,2009,KIA,38.2,32.0,0.413
3516,한기주,2009,KIA,34.0,30.0,0.35700000000000004
3517,오준형,2009,KIA,30.0,19.0,0.362
3518,서재응,2009,KIA,79.1,53.0,0.383
3519,이대진,2009,KIA,42.2,25.0,0.383
3520,박경태,2009,KIA,34.2,32.0,0.369
3521,고우석,2009,KIA,12.0,12.0,0.456
3522,진해수,2009,KIA,8.2,7.0,0.457
3523,정용운,2009,KIA,3.1,1.0,0.474
3524,이범석,2009,KIA,8.2,4.0,0.415
3525,김영수,2009,KIA,8.2,10.0,0.395
3526,정성철,2009,KIA,11.1,7.0,0.458
3527,조태수,2009,KIA,4.0,3.0,0.5
3528,김수형,2009,LG,0.2,0.0,1.5
3529,오상민,2009,LG,48.0,44.0,0.335
3530,류택현,2009,LG,48.2,33.0,0.302
3531,봉중근,2009,LG,172.1,127.0,0.328
3532,존슨,2009,LG,29.0,27.0,0.382
3533,이재영,2009,LG,56.2,47.0,0.374
3534,우규민,2009,LG,36.1,22.0,0.405
3535,경헌호,2009,LG,34.0,26.0,0.371
3536,정찬헌,2009,LG,76.1,56.0,0.359
3537,이승우,2009,LG,13.0,9.0,0.446
3538,김광수,2009,LG,114.0,68.0,0.391
3539,최원호,2009,LG,48.0,28.0,0.373
3540,박명환,2009,LG,16.0,7.0,0.333
3541,최성민,2009,LG,8.1,5.0,0.512
3542,이동현,2009,LG,41.1,30.0,0.36
3543,이범준,2009,LG,36.1,37.0,0.434
3544,한희,2009,LG,66.2,45.0,0.391
3545,심수창,2009,LG,122.0,58.0,0.382
3546,노진용,2009,LG,26.1,10.0,0.4320000000000001
3547,배우열,2009,LG,4.0,3.0,0.389
3548,바우어,2009,LG,27.1,15.0,0.398
3549,정재복,2009,LG,79.1,53.0,0.373
3550,최동환,2009,LG,35.2,13.0,0.454
3551,서승화,2009,LG,10.1,7.0,0.481
3552,김경태,2009,LG,14.1,8.0,0.5
3553,박지철,2009,LG,5.1,3.0,0.5479999999999999
3554,김민기,2009,LG,4.1,1.0,0.45
3555,조웅천,2009,SK,4.1,5.0,0.235
3556,정대현,2009,SK,52.2,43.0,0.29100000000000004
3557,글로버,2009,SK,105.2,90.0,0.273
3558,지훈,2009,SK,3.2,0.0,1.64
3559,전병두,2009,SK,133.1,136.0,0.301
3560,윤길현,2009,SK,47.0,40.0,0.29600000000000004
3561,임성헌,2009,SK,19.0,14.0,0.317
3562,김광현,2009,SK,138.1,112.0,0.316
3563,고효준,2009,SK,126.2,152.0,0.348
3564,정우람,2009,SK,56.0,46.0,0.362
3565,송은범,2009,SK,149.1,103.0,0.33
3566,이승호,2009,SK,106.0,96.0,0.362
3567,박현준,2009,SK,17.0,8.0,0.398
3568,김원형,2009,SK,33.1,17.0,0.379
3569,채병용,2009,SK,61.1,53.0,0.35600000000000004
3570,카도쿠라,2009,SK,126.0,98.0,0.36
3571,이승호,2009,SK,3.2,1.0,1.36
3572,이한진,2009,SK,4.2,2.0,0.318
3573,니코스키,2009,SK,6.2,5.0,0.452
3574,가득염,2009,SK,8.0,4.0,0.353
3575,존슨,2009,SK,1.1,2.0,0.7
3576,엄정욱,2009,SK,7.0,9.0,0.429
3577,여건욱,2009,SK,1.2,0.0,0.429
3578,최정,2009,SK,0.0,0.0,
3579,임태훈,2009,두산,88.1,85.0,0.271
3580,성영훈,2009,두산,10.2,7.0,0.311
3581,고창성,2009,두산,74.0,49.0,0.28600000000000003
3582,정재훈,2009,두산,93.1,80.0,0.34
3583,김태영,2009,두산,108.2,81.0,0.349
3584,니코스키,2009,두산,62.1,42.0,0.341
3585,진야곱,2009,두산,13.1,8.0,0.382
3586,유희관,2009,두산,13.1,10.0,0.361
3587,이용찬,2009,두산,40.2,34.0,0.326
3588,박정배,2009,두산,27.2,16.0,0.3720000000000001
3589,이재우,2009,두산,97.1,100.0,0.321
3590,김선우,2009,두산,148.0,89.0,0.359
3591,오현택,2009,두산,30.1,22.0,0.364
3592,지승민,2009,두산,13.2,7.0,0.393
3593,세데뇨,2009,두산,71.0,42.0,0.448
3594,금민철,2009,두산,83.1,55.0,0.374
3595,홍상삼,2009,두산,117.0,97.0,0.36
3596,김성배,2009,두산,18.0,7.0,0.425
3597,노경은,2009,두산,24.0,12.0,0.368
3598,김명제,2009,두산,32.1,12.0,0.405
3599,박민석,2009,두산,12.0,9.0,0.414
3600,원용묵,2009,두산,3.1,1.0,0.444
3601,조승수,2009,두산,3.2,1.0,0.421
3602,임경완,2009,롯데,62.1,37.0,0.297
3603,이상화,2009,롯데,16.1,11.0,0.343
3604,나승현,2009,롯데,30.2,23.0,0.374
3605,이정동,2009,롯데,3.2,2.0,0.474
3606,조정훈,2009,롯데,182.1,175.0,0.32
3607,이정민,2009,롯데,43.1,26.0,0.355
3608,이정훈,2009,롯데,74.1,50.0,0.36
