,선수명,연도,팀명,포지션,안타,2타,3타,홈런,볼넷,출루율
1671,최해명,1992,삼성,,1,0,0,0,0,1.0
1672,장태수,1992,삼성,LF,35,4,2,2,23,0.316
1673,김정민,1992,삼성,C,0,0,0,0,1,0.5
1674,박광율,1992,삼성,,0,0,0,0,0,0.0
1675,강두곤,1992,삼성,,0,0,0,0,0,
1676,정성룡,1992,삼성,,20,2,0,3,13,0.28600000000000003
1677,이광길,1992,삼성,2B,0,0,0,0,2,0.33299999999999996
1678,김정수,1992,삼성,,2,1,0,0,0,0.222
1679,김태룡,1992,삼성,,0,0,0,0,0,0.2
1680,김기태,1992,쌍방울,1B,120,28,3,31,114,0.461
1681,이승희,1992,쌍방울,3B,78,14,5,8,36,0.377
1682,김호,1992,쌍방울,SS,98,14,2,8,55,0.326
1683,김만후,1992,쌍방울,3B,69,9,3,5,30,0.33399999999999996
1684,이연수,1992,쌍방울,CF,71,9,0,6,34,0.35200000000000004
1685,조용호,1992,쌍방울,RF,79,8,2,3,35,0.373
1686,김호근,1992,쌍방울,DH,61,9,2,3,19,0.371
1687,송인호,1992,쌍방울,2B,55,11,1,3,22,0.311
1688,전종화,1992,쌍방울,C,41,8,1,3,20,0.312
1689,이상대,1992,쌍방울,RF,84,13,3,3,25,0.324
1690,최해명,1992,쌍방울,,34,8,1,0,24,0.349
1691,박경완,1992,쌍방울,C,11,1,0,3,3,0.26899999999999996
1692,유영원,1992,쌍방울,,6,3,1,1,0,0.273
1693,윤혁,1992,쌍방울,CF,35,4,0,1,16,0.307
1694,김상재,1992,쌍방울,,24,5,0,2,12,0.309
1695,김경수,1992,쌍방울,,1,0,0,0,1,0.5
1696,김형태,1992,쌍방울,,1,0,0,0,0,0.5
1697,양후승,1992,쌍방울,,4,0,0,0,4,0.364
1698,유동효,1992,쌍방울,,23,3,2,4,15,0.271
1699,김평호,1992,쌍방울,LF,38,9,0,2,24,0.32
1700,이창원,1992,쌍방울,,0,0,0,0,0,
1701,유성기,1992,쌍방울,,1,0,0,0,2,0.33299999999999996
1702,최해식,1992,쌍방울,C,0,0,0,0,0,0.0
1703,정학원,1992,쌍방울,,14,1,0,0,6,0.29
1704,김성규,1992,쌍방울,CF,17,2,0,1,6,0.281
1705,우효동,1992,쌍방울,,1,0,0,0,0,0.1
1706,이현택,1992,쌍방울,1B,0,0,0,0,1,0.1
1707,유태영,1992,쌍방울,,1,0,0,0,1,0.125
1708,서창기,1992,쌍방울,CF,34,7,3,1,10,0.27
1709,박기택,1992,쌍방울,,14,1,0,2,13,0.257
1710,김동기,1992,태평양,C,98,15,2,15,46,0.391
1711,여태구,1992,태평양,CF,100,18,3,9,49,0.381
1712,윤덕규,1992,태평양,LF,72,15,3,7,14,0.35600000000000004
1713,정문언,1992,태평양,,67,18,2,6,21,0.368
1714,김경기,1992,태평양,1B,118,21,2,21,39,0.312
1715,장광호,1992,태평양,C,47,8,0,4,15,0.341
1716,김성갑,1992,태평양,3B,69,5,1,0,27,0.3720000000000001
1717,김진한,1992,태평양,C,18,4,1,2,12,0.444
1718,김홍기,1992,태평양,C,33,7,0,3,11,0.3
1719,김인호,1992,태평양,2B,24,8,1,3,14,0.312
1720,김재박,1992,태평양,SS,61,11,0,1,27,0.299
1721,장덕영,1992,태평양,,7,1,1,0,3,0.5
1722,이광근,1992,태평양,,47,10,0,4,22,0.316
1723,박준태,1992,태평양,,39,12,2,5,11,0.285
1724,이선웅,1992,태평양,3B,62,14,0,2,21,0.304
1725,정영진,1992,태평양,,34,7,2,0,20,0.317
1726,곽권희,1992,태평양,,2,0,0,0,1,0.6
1727,정상진,1992,태평양,1B,1,0,0,0,1,0.667
1728,이재주,1992,태평양,C,3,0,0,0,1,0.308
1729,오상욱,1992,태평양,,0,0,0,0,0,0.0
1730,원원근,1992,태평양,3B,8,2,1,0,4,0.27899999999999997
1731,권준헌,1992,태평양,3B,27,6,1,1,1,0.272
1732,유영환,1992,태평양,,8,0,0,2,2,0.263
1733,윤성훈,1992,태평양,,0,0,0,0,1,0.2
1734,서정민,1992,태평양,,1,0,0,0,0,0.16699999999999998
1735,백성진,1992,태평양,,0,0,0,0,0,0.25
1736,김진규,1992,태평양,RF,2,0,0,0,0,0.222
1737,황윤성,1992,태평양,DH,1,0,0,0,0,0.2
1738,염경엽,1992,태평양,2B,43,12,0,1,18,0.267
1739,주경업,1992,태평양,,8,1,0,0,0,0.157
1740,홍현우,1992,해태,2B,140,25,3,17,82,0.447
1741,이순철,1992,해태,CF,152,22,3,21,60,0.389
1742,장채근,1992,해태,C,86,14,0,23,60,0.384
1743,이호성,1992,해태,RF,104,16,3,14,70,0.39299999999999996
1744,한대화,1992,해태,3B,97,16,1,20,66,0.379
1745,정회열,1992,해태,C,59,10,1,7,13,0.331
1746,김성한,1992,해태,1B,107,18,0,15,37,0.331
1747,박재벌,1992,해태,,36,6,1,2,10,0.364
1748,박철우,1992,해태,DH,98,21,0,9,39,0.34600000000000003
1749,이건열,1992,해태,LF,95,12,0,4,33,0.341
1750,윤재호,1992,해태,SS,58,10,1,1,39,0.342
1751,이경복,1992,해태,,17,5,0,1,3,0.33299999999999996
1752,박노준,1992,해태,LF,57,11,3,2,20,0.302
1753,김종모,1992,해태,3B,4,0,0,1,6,0.385
1754,박현수,1992,해태,,2,1,0,0,1,0.3
1755,김병조,1992,해태,,2,0,0,0,1,0.4
1756,박병호,1992,해태,C,4,1,0,0,1,0.273
1757,김태동,1992,해태,,0,0,0,0,0,0.33299999999999996
1758,문승훈,1992,해태,2B,0,0,0,0,0,0.0
1759,구한성,1992,해태,2B,10,1,0,1,8,0.294
1760,김병두,1992,해태,,1,0,0,0,0,0.125
1761,양회열,1992,해태,2B,10,2,0,0,10,0.284
1762,김동수,1993,LG,C,102,16,3,16,41,0.35100000000000003
1763,송구홍,1993,LG,3B,119,21,2,4,32,0.369
1764,박준태,1993,LG,CF,107,29,5,8,53,0.35600000000000004
1765,김상훈,1993,LG,DH,131,28,0,12,37,0.345
1766,박종호,1993,LG,SS,83,15,4,6,28,0.331
1767,김건우,1993,LG,,58,8,0,5,17,0.307
1768,이종열,1993,LG,2B,67,6,2,3,21,0.29600000000000004
1769,노찬엽,1993,LG,LF,57,5,8,2,22,0.317
1770,김영직,1993,LG,1B,59,8,1,4,24,0.335
1771,이병훈,1993,LG,RF,72,8,0,6,15,0.298
1772,김선진,1993,LG,1B,26,3,2,1,7,0.306
1773,김경하,1993,LG,LF,50,6,3,3,16,0.292
1774,김정민,1993,LG,C,17,4,0,0,3,0.292
1775,조양근,1993,LG,SS,31,3,1,0,14,0.28800000000000003
1776,김기홍,1993,LG,,4,1,0,0,0,0.364
1777,조병일,1993,LG,,1,0,0,0,0,0.5
1778,김태민,1993,LG,,0,0,0,0,1,0.721
1779,당신상,1993,LG,C,1,0,0,0,0,0.33299999999999996
1780,최규하,1993,LG,,3,1,0,0,2,0.263
1781,서효인,1993,LG,CF,5,1,0,0,7,0.317
1782,나웅,1993,LG,3B,0,0,0,0,0,0.0
1783,김성기,1993,LG,,0,0,0,0,0,0.0
1784,박흥식,1993,LG,3B,6,2,0,0,1,0.21899999999999997
1785,김동재,1993,LG,LF,0,0,0,0,1,0.125
1786,최훈재,1993,LG,1B,41,9,1,3,22,0.285
1787,이우수,1993,LG,,9,0,0,0,4,0.26
1788,윤찬,1993,LG,,20,2,0,1,8,0.271
1789,김형석,1993,OB,RF,147,23,4,10,46,0.366
1790,김광림,1993,OB,CF,129,18,3,3,40,0.359
1791,김상호,1993,OB,LF,116,17,1,11,38,0.33299999999999996
1792,이명수,1993,OB,DH,118,20,8,4,54,0.3670000000000001
1793,박현영,1993,OB,C,54,7,5,6,7,0.305
1794,김태형,1993,OB,C,67,14,2,1,15,0.318
1795,최동창,1993,OB,RF,49,9,1,7,29,0.35100000000000003
1796,강영수,1993,OB,RF,54,12,3,7,38,0.32799999999999996
1797,임형석,1993,OB,3B,56,9,0,1,26,0.331
1798,추성건,1993,OB,3B,27,1,0,4,26,0.353
1799,장원진,1993,OB,LF,19,4,1,0,9,0.342
1800,김민호,1993,OB,SS,65,8,2,0,14,0.28
1801,김종성,1993,OB,,6,2,1,0,1,0.539
1802,이종민,1993,OB,,29,4,2,1,4,0.27699999999999997
1803,안경현,1993,OB,3B,30,9,0,2,12,0.287
1804,강형석,1993,OB,,8,2,0,0,4,0.382
1805,황일권,1993,OB,2B,20,5,0,1,8,0.28800000000000003
1806,안대환,1993,OB,,15,4,0,0,6,0.29
1807,소상영,1993,OB,,1,0,0,0,1,0.4
1808,이전진,1993,OB,,0,0,0,0,1,0.33299999999999996
1809,조경택,1993,OB,C,0,0,0,0,0,0.0
1810,송명철,1993,OB,C,0,0,0,0,0,0.0
1811,구천서,1993,OB,3B,0,0,0,0,2,0.28600000000000003
1812,최영술,1993,OB,,1,0,0,0,0,0.14300000000000002
1813,길홍규,1993,OB,,9,1,0,0,1,0.25
1814,곽연수,1993,OB,,19,4,0,0,8,0.231
1815,김종석,1993,OB,1B,27,3,1,1,13,0.261
1816,전준호,1993,롯데,CF,111,3,7,1,47,0.363
1817,김응국,1993,롯데,LF,105,26,3,3,37,0.349
1818,김종헌,1993,롯데,LF,101,18,3,0,36,0.359
1819,박계원,1993,롯데,2B,108,15,2,3,28,0.316
1820,김민호,1993,롯데,1B,75,17,1,11,58,0.33899999999999997
1821,박정태,1993,롯데,2B,37,8,1,1,18,0.45899999999999996
1822,공필성,1993,롯데,3B,91,23,3,1,27,0.299
1823,김민재,1993,롯데,2B,66,5,4,3,20,0.32
1824,이종운,1993,롯데,RF,99,9,7,2,29,0.312
1825,한영준,1993,롯데,RF,50,11,3,1,39,0.34700000000000003
1826,고정식,1993,롯데,C,7,1,0,0,3,0.313
1827,김미호,1993,롯데,,14,2,0,0,3,0.28600000000000003
1828,박지환,1993,롯데,,7,0,1,0,5,0.33299999999999996
1829,강현철,1993,롯데,,2,0,1,0,1,0.429
1830,조성옥,1993,롯데,RF,26,1,0,1,8,0.315
1831,이지환,1993,롯데,1B,3,1,0,0,1,0.4
1832,전호근,1993,롯데,C,0,0,0,0,0,0.0
1833,최계영,1993,롯데,LF,12,6,1,0,5,0.247
1834,이태환,1993,롯데,,1,0,0,0,0,0.16699999999999998
1835,정호진,1993,롯데,C,19,2,0,0,3,0.244
1836,박기복,1993,롯데,,0,0,0,0,1,0.14300000000000002
1837,김상우,1993,롯데,,13,2,0,1,4,0.243
1838,조규철,1993,롯데,,1,0,0,0,1,0.2
1839,권재광,1993,롯데,,4,1,0,0,2,0.207
1840,강성우,1993,롯데,C,29,4,0,1,7,0.23600000000000002
1841,안명호,1993,롯데,C,2,0,0,0,0,0.095
1842,송태일,1993,롯데,1B,15,4,0,0,3,0.217
1843,김선일,1993,롯데,C,15,1,1,0,3,0.171
1844,장종훈,1993,빙그레,1B,100,21,0,17,58,0.405
1845,진상봉,1993,빙그레,CF,81,10,2,10,42,0.39299999999999996
1846,강석천,1993,빙그레,3B,67,16,1,9,16,0.299
1847,지화선,1993,빙그레,,84,14,2,1,22,0.32799999999999996
1848,허준,1993,빙그레,SS,87,13,4,5,25,0.27699999999999997
1849,전대영,1993,빙그레,2B,24,6,0,2,14,0.449
1850,이강돈,1993,빙그레,LF,81,18,0,6,36,0.303
1851,강정길,1993,빙그레,DH,66,9,0,6,50,0.359
1852,이민호,1993,빙그레,3B,30,9,0,5,11,0.273
1853,임주택,1993,빙그레,LF,21,3,0,3,8,0.33299999999999996
1854,지화동,1993,빙그레,2B,61,12,0,1,23,0.289
1855,이정훈,1993,빙그레,RF,25,5,1,2,15,0.313
1856,김상국,1993,빙그레,C,48,3,1,2,23,0.27
1857,양용모,1993,빙그레,LF,75,16,1,2,31,0.284
1858,김원근,1993,빙그레,,17,2,0,0,5,0.3670000000000001
1859,이종호,1993,빙그레,,16,2,1,2,9,0.306
1860,원현식,1993,빙그레,C,5,2,0,1,2,0.308
1861,황대연,1993,빙그레,3B,10,3,0,1,5,0.313
1862,박선일,1993,빙그레,C,3,1,0,0,0,0.429
1863,김일혁,1993,빙그레,,12,4,0,1,5,0.257
1864,김성열,1993,빙그레,,6,0,0,0,7,0.318
1865,고기성,1993,빙그레,,28,7,0,1,7,0.257
1866,김용선,1993,빙그레,3B,20,4,0,3,14,0.263
1867,우태원,1993,빙그레,,1,0,0,0,0,0.2
1868,김홍집,1993,빙그레,,4,0,0,1,1,0.20800000000000002
1869,임성우,1993,빙그레,,2,0,0,0,0,0.222
1870,이중화,1993,빙그레,RF,3,0,0,0,3,0.273
1871,김석연,1993,빙그레,,5,0,0,0,1,0.177
1872,양준혁,1993,삼성,1B,130,27,1,23,61,0.436
1873,김성래,1993,삼성,1B,131,18,2,28,69,0.395
1874,강기웅,1993,삼성,2B,123,15,2,16,26,0.366
1875,동봉철,1993,삼성,CF,86,10,5,5,32,0.442
1876,류중일,1993,삼성,SS,106,13,1,8,57,0.37799999999999995
1877,이종두,1993,삼성,RF,88,18,2,14,43,0.33799999999999997
1878,김성현,1993,삼성,C,80,8,1,11,18,0.316
1879,정영규,1993,삼성,RF,98,12,2,11,28,0.326
1880,정경훈,1993,삼성,SS,62,15,2,3,23,0.301
1881,이만수,1993,삼성,C,40,3,1,5,21,0.294
1882,한기철,1993,삼성,,27,6,1,0,7,0.33299999999999996
1883,김태룡,1993,삼성,3B,40,6,1,1,9,0.315
1884,김용국,1993,삼성,3B,42,5,0,2,26,0.306
1885,강태윤,1993,삼성,,22,1,0,1,10,0.327
1886,박선일,1993,삼성,C,23,3,0,0,0,0.29100000000000004
1887,박규대,1993,삼성,,1,0,0,0,0,0.33299999999999996
1888,최홍주,1993,삼성,,0,0,0,0,0,
1889,박인구,1993,삼성,,5,0,0,0,2,0.26899999999999996
1890,박홍철,1993,삼성,,1,0,0,0,0,0.25
1891,전상렬,1993,삼성,LF,1,0,0,0,0,0.25
1892,신동주,1993,삼성,CF,0,0,0,0,0,0.0
1893,이창원,1993,삼성,LF,4,2,0,0,0,0.23800000000000002
1894,이영재,1993,삼성,C,2,0,0,0,0,0.154
1895,윤용하,1993,삼성,,28,3,0,3,18,0.26
1896,강두곤,1993,삼성,,3,1,0,0,1,0.16
1897,박승호,1993,삼성,DH,10,0,0,2,4,0.231
1898,구윤,1993,삼성,,16,3,1,0,10,0.193
1899,김기태,1993,쌍방울,1B,76,17,2,9,73,0.38
1900,최태원,1993,쌍방울,2B,99,12,2,1,36,0.342
1901,신경식,1993,쌍방울,DH,115,18,2,5,33,0.335
1902,김호,1993,쌍방울,SS,73,13,2,4,44,0.295
1903,이연수,1993,쌍방울,CF,50,5,1,3,18,0.32
1904,유동효,1993,쌍방울,,64,8,0,3,36,0.32
1905,김상재,1993,쌍방울,2B,55,6,0,7,14,0.26899999999999996
1906,김충민,1993,쌍방울,C,18,7,0,1,11,0.28300000000000003
1907,박노준,1993,쌍방울,LF,75,14,3,0,22,0.289
1908,전종화,1993,쌍방울,C,22,2,0,4,6,0.239
1909,김호근,1993,쌍방울,C,39,7,1,2,8,0.237
1910,최해식,1993,쌍방울,C,5,1,0,1,3,0.281
1911,강광회,1993,쌍방울,,2,0,0,0,0,0.5
1912,김경수,1993,쌍방울,,3,1,0,0,0,0.273
1913,박경완,1993,쌍방울,C,10,2,0,0,3,0.28300000000000003
1914,강효섭,1993,쌍방울,,3,0,0,0,0,0.33299999999999996
1915,유성기,1993,쌍방울,,0,0,0,0,0,0.0
1916,조용호,1993,쌍방울,LF,2,0,0,0,0,0.222
1917,최준호,1993,쌍방울,,11,2,0,0,5,0.254
1918,김정수,1993,쌍방울,,0,0,0,0,0,0.0
1919,김성규,1993,쌍방울,1B,54,3,1,0,20,0.312
1920,한혁수,1993,쌍방울,,8,1,0,1,4,0.222
1921,박기택,1993,쌍방울,,1,0,0,0,3,0.2
1922,유영원,1993,쌍방울,,4,1,0,1,1,0.147
1923,백인호,1993,쌍방울,RF,20,1,0,0,10,0.29
1924,이상대,1993,쌍방울,RF,53,10,0,1,17,0.281
1925,송인호,1993,쌍방울,3B,41,7,0,3,25,0.258
1926,김동기,1993,태평양,C,77,22,1,3,40,0.34
1927,윤덕규,1993,태평양,LF,108,14,4,1,30,0.355
1928,이재주,1993,태평양,C,48,14,0,4,17,0.33
1929,김경기,1993,태평양,1B,89,14,0,8,27,0.34299999999999997
1930,이희성,1993,태평양,2B,90,13,1,2,29,0.29
1931,김성갑,1993,태평양,3B,32,6,1,1,17,0.321
1932,공의식,1993,태평양,,21,8,1,4,23,0.302
1933,김인호,1993,태평양,3B,45,6,1,3,18,0.284
1934,백성진,1993,태평양,,31,4,1,0,8,0.321
1935,김갑중,1993,태평양,,22,2,2,0,5,0.308
1936,권준헌,1993,태평양,3B,30,6,0,3,5,0.25
1937,황윤성,1993,태평양,2B,7,1,0,0,0,0.348
1938,정영진,1993,태평양,,26,8,0,0,20,0.303
1939,염경엽,1993,태평양,SS,54,9,2,0,15,0.258
1940,계기범,1993,태평양,,4,0,0,1,1,0.294
1941,장광호,1993,태평양,C,48,10,0,4,30,0.256
1942,구윤,1993,태평양,RF,0,0,0,0,0,
1943,장용대,1993,태평양,,0,0,0,0,2,0.33299999999999996
1944,장덕영,1993,태평양,,1,0,0,0,1,0.3
1945,김성준,1993,태평양,C,0,0,0,0,0,0.0
1946,주경업,1993,태평양,,3,0,0,0,1,0.21100000000000002
1947,손차훈,1993,태평양,3B,61,14,0,1,13,0.259
1948,이경호,1993,태평양,,6,0,0,0,2,0.22899999999999998
1949,여태구,1993,태평양,CF,36,9,0,0,10,0.242
1950,이근엽,1993,태평양,3B,14,2,0,0,5,0.253
1951,김홍기,1993,태평양,C,4,1,0,0,1,0.156
1952,김선우,1993,태평양,C,3,1,0,0,0,0.107
1953,김진규,1993,태평양,,2,0,0,0,2,0.174
1954,원원근,1993,태평양,3B,20,1,0,0,13,0.26
1955,유영환,1993,태평양,,31,4,1,0,8,0.243
1956,이종범,1993,해태,SS,133,16,4,16,32,0.331
1957,홍현우,1993,해태,3B,117,21,1,13,64,0.355
1958,이순철,1993,해태,CF,93,12,3,11,46,0.341
1959,한대화,1993,해태,3B,89,13,1,13,50,0.364
1960,정성룡,1993,해태,,61,15,0,10,49,0.375
1961,정회열,1993,해태,C,95,14,1,7,16,0.316
1962,이호성,1993,해태,RF,65,14,1,3,42,0.428
1963,김성한,1993,해태,1B,99,23,0,6,27,0.331
1964,박철우,1993,해태,2B,52,6,0,2,23,0.35600000000000004
1965,장채근,1993,해태,C,29,4,0,4,29,0.309
1966,이건열,1993,해태,LF,69,7,0,5,29,0.3
1967,김훈,1993,해태,RF,69,15,1,3,24,0.285
1968,박병호,1993,해태,C,4,0,0,0,1,0.25
1969,신경호,1993,해태,,2,0,0,0,1,0.375
1970,김병두,1993,해태,,0,0,0,0,0,
1971,김재덕,1993,해태,SS,0,0,0,0,0,0.0
1972,김병조,1993,해태,3B,12,2,0,1,7,0.26
1973,오명종,1993,해태,,2,0,0,0,0,0.133
1974,이경복,1993,해태,,4,0,0,0,1,0.217
1975,이용석,1993,해태,,27,6,0,1,4,0.24
1976,이민호,1993,해태,3B,0,0,0,0,2,0.14300000000000002
1977,박재벌,1993,해태,,3,1,0,0,1,0.14800000000000002
1978,윤재호,1993,해태,SS,5,0,0,0,4,0.175
1979,유지현,1994,LG,SS,147,20,0,15,64,0.391
1980,김재현,1994,LG,RF,134,26,3,21,55,0.376
1981,한대화,1994,LG,3B,106,15,1,10,48,0.384
1982,김동수,1994,LG,C,91,20,3,6,43,0.381
1983,서용빈,1994,LG,1B,157,30,4,4,39,0.371
1984,박종호,1994,LG,2B,87,14,6,6,45,0.366
1985,최훈재,1994,LG,RF,77,14,5,6,27,0.4
1986,노찬엽,1994,LG,LF,95,13,6,10,41,0.35700000000000004
1987,박준태,1994,LG,CF,80,20,2,1,29,0.34299999999999997
1988,김영직,1994,LG,LF,53,10,2,4,14,0.349
1989,김정민,1994,LG,C,34,5,1,3,10,0.341
1990,허문회,1994,LG,1B,35,4,1,0,3,0.33299999999999996
1991,김선진,1994,LG,1B,20,1,1,1,5,0.305
1992,서효인,1994,LG,CF,3,2,0,0,1,0.28600000000000003
1993,조필현,1994,LG,,0,0,0,0,0,0.0
1994,최동수,1994,LG,1B,0,0,0,0,0,0.0
1995,조양근,1994,LG,SS,0,0,0,0,0,
1996,조병일,1994,LG,,2,1,0,0,1,0.231
1997,당신상,1994,LG,C,0,0,0,0,0,0.0
1998,이우수,1994,LG,,0,0,0,0,0,0.0
1999,윤찬,1994,LG,,7,1,0,0,3,0.244
2000,김태민,1994,LG,,14,1,0,0,5,0.281
2001,최규하,1994,LG,,2,0,0,0,0,0.111
2002,이종열,1994,LG,2B,60,8,1,1,22,0.267
2003,김민호,1994,OB,SS,117,13,0,8,33,0.34
2004,김상호,1994,OB,CF,102,11,5,9,47,0.33399999999999996
2005,장원진,1994,OB,LF,77,19,2,4,20,0.35700000000000004
2006,김종석,1994,OB,DH,104,24,2,5,30,0.336
2007,추성건,1994,OB,3B,33,7,2,5,16,0.319
2008,이도형,1994,OB,C,30,3,1,4,7,0.317
2009,안경현,1994,OB,3B,36,5,0,6,19,0.34299999999999997
2010,김광현,1994,OB,C,21,6,1,0,8,0.40299999999999997
2011,김형석,1994,OB,1B,103,13,0,6,40,0.33299999999999996
2012,임형석,1994,OB,3B,80,10,3,6,28,0.285
2013,박현영,1994,OB,C,22,2,0,3,4,0.33299999999999996
2014,김종성,1994,OB,,31,6,0,6,9,0.295
2015,이명수,1994,OB,2B,55,9,1,2,27,0.309
2016,김태형,1994,OB,C,46,9,0,1,11,0.275
2017,곽연수,1994,OB,,7,2,0,0,1,0.32
2018,이전진,1994,OB,,8,1,0,0,2,0.314
2019,김인철,1994,OB,,0,0,0,0,2,0.4
2020,조연제,1994,OB,,2,0,0,0,3,0.41700000000000004
2021,박종무,1994,OB,,3,0,0,0,3,0.3
2022,공유선,1994,OB,,7,1,0,1,3,0.263
2023,송명철,1994,OB,C,2,1,0,0,0,0.222
2024,황일권,1994,OB,3B,6,1,0,0,2,0.267
2025,이종민,1994,OB,2B,47,3,1,2,12,0.28300000000000003
2026,강영수,1994,OB,LF,36,6,0,4,18,0.28800000000000003
2027,길랑균,1994,OB,,1,0,0,0,0,0.16699999999999998
2028,심정수,1994,OB,RF,10,4,0,3,2,0.215
2029,김명호,1994,OB,,2,0,0,0,0,0.133
2030,최영술,1994,OB,,3,0,0,0,4,0.233
2031,김정규,1994,OB,,2,0,0,0,0,0.125
2032,조경택,1994,OB,C,3,1,0,0,5,0.21100000000000002
2033,공필성,1994,롯데,3B,114,23,5,12,45,0.355
2034,김응국,1994,롯데,LF,113,24,4,8,45,0.39799999999999996
2035,김민호,1994,롯데,1B,130,34,2,15,44,0.361
2036,전준호,1994,롯데,CF,81,5,3,2,33,0.361
2037,김민재,1994,롯데,SS,61,9,3,3,20,0.311
2038,강성우,1994,롯데,C,54,10,2,0,7,0.31
2039,한영준,1994,롯데,1B,52,8,0,4,25,0.391
2040,박계원,1994,롯데,3B,58,8,2,1,19,0.325
2041,이종운,1994,롯데,RF,122,13,5,2,15,0.301
2042,김종헌,1994,롯데,RF,64,8,3,2,44,0.33899999999999997
2043,손동일,1994,롯데,,38,7,1,4,12,0.276
2044,임수혁,1994,롯데,DH,10,1,0,0,8,0.375
2045,김상재,1994,롯데,,2,0,0,1,0,0.222
2046,박지환,1994,롯데,,34,10,0,1,14,0.28300000000000003
2047,조규철,1994,롯데,,8,1,0,0,1,0.278
2048,한성곤,1994,롯데,,1,0,0,0,0,0.33299999999999996
2049,김종훈,1994,롯데,LF,17,5,1,1,8,0.257
2050,김상우,1994,롯데,,0,0,0,0,1,0.33299999999999996
2051,정호진,1994,롯데,C,0,0,0,0,2,0.28600000000000003
2052,이태환,1994,롯데,,2,0,0,1,1,0.188
2053,이동채,1994,롯데,,3,0,0,0,1,0.235
2054,김미호,1994,롯데,2B,14,2,0,0,2,0.243
2055,전봉석,1994,롯데,C,0,0,0,0,0,0.0
2056,이지환,1994,롯데,1B,4,0,0,0,0,0.21100000000000002
2057,유동효,1994,롯데,,5,1,0,0,5,0.233
2058,홍순기,1994,롯데,,4,1,0,0,6,0.273
2059,조성옥,1994,롯데,RF,34,3,2,0,12,0.275
2060,김선일,1994,롯데,C,44,6,0,1,7,0.22
2061,권재광,1994,롯데,,3,1,0,0,1,0.125
2062,양준혁,1994,삼성,DH,128,21,1,19,63,0.386
2063,김성래,1994,삼성,1B,68,10,1,14,56,0.395
2064,이종두,1994,삼성,RF,113,15,1,17,37,0.336
2065,동봉철,1994,삼성,CF,81,12,2,5,43,0.359
2066,류중일,1994,삼성,SS,43,8,3,4,16,0.40399999999999997
2067,김한수,1994,삼성,3B,76,13,2,10,15,0.313
2068,정경훈,1994,삼성,SS,75,6,1,1,28,0.321
2069,김성현,1994,삼성,C,69,10,1,5,18,0.321
2070,김실,1994,삼성,LF,92,11,5,3,45,0.361
2071,이만수,1994,삼성,1B,59,14,0,12,28,0.34299999999999997
2072,강기웅,1994,삼성,2B,81,12,3,4,35,0.325
2073,박선일,1994,삼성,C,41,8,0,2,16,0.293
2074,김태균,1994,삼성,SS,34,8,0,2,11,0.31
2075,강태윤,1994,삼성,,21,4,0,1,7,0.382
2076,김태룡,1994,삼성,2B,27,2,0,2,15,0.326
2077,강종필,1994,삼성,,13,1,0,1,6,0.33899999999999997
2078,정영규,1994,삼성,LF,30,6,2,2,8,0.287
2079,한기철,1994,삼성,,16,3,0,1,6,0.33799999999999997
2080,이동수,1994,삼성,3B,3,0,0,1,1,0.267
2081,강두곤,1994,삼성,,2,0,0,0,1,0.3
2082,박규대,1994,삼성,,0,0,0,0,1,0.33299999999999996
2083,최익성,1994,삼성,,0,0,0,0,0,0.0
2084,박종호,1994,삼성,C,2,0,0,0,0,0.182
2085,임채영,1994,삼성,C,0,0,0,0,0,0.0
2086,최병국,1994,삼성,,1,0,0,0,0,0.14300000000000002
2087,최홍주,1994,삼성,,0,0,0,0,1,0.1
2088,신동주,1994,삼성,CF,6,1,0,0,1,0.212
2089,최형현,1994,삼성,C,0,0,0,0,0,0.0
2090,최찬욱,1994,삼성,,0,0,0,0,0,0.0
2091,김기태,1994,쌍방울,1B,119,20,4,25,74,0.43
2092,박노준,1994,쌍방울,LF,103,15,1,3,32,0.374
2093,박경완,1994,쌍방울,C,57,8,2,14,25,0.322
2094,최태원,1994,쌍방울,2B,95,13,2,1,40,0.33899999999999997
2095,송태일,1994,쌍방울,3B,91,19,1,15,22,0.28800000000000003
2096,김광림,1994,쌍방울,CF,93,15,4,4,39,0.311
2097,백인호,1994,쌍방울,DH,100,17,0,7,27,0.33399999999999996
2098,박철우,1994,쌍방울,LF,52,9,0,2,15,0.35
2099,조원우,1994,쌍방울,RF,61,5,1,4,12,0.312
2100,길홍규,1994,쌍방울,,56,7,0,1,14,0.32
2101,전종화,1994,쌍방울,C,15,2,0,3,8,0.267
2102,김주성,1994,쌍방울,,23,3,1,0,5,0.298
2103,김충민,1994,쌍방울,C,19,1,0,4,7,0.22399999999999998
2104,최동창,1994,쌍방울,,2,0,0,0,4,0.467
2105,이군옥,1994,쌍방울,,2,0,1,0,0,0.2
2106,최해식,1994,쌍방울,C,0,0,0,0,0,
2107,강광회,1994,쌍방울,,1,0,0,0,0,0.33299999999999996
2108,강석,1994,쌍방울,,0,0,0,0,0,0.0
2109,유태준,1994,쌍방울,,1,0,0,0,0,0.16699999999999998
2110,정기창,1994,쌍방울,,9,3,1,1,3,0.218
2111,강효섭,1994,쌍방울,,4,0,0,0,2,0.222
2112,박상수,1994,쌍방울,,0,0,0,0,0,0.0
2113,우효동,1994,쌍방울,,0,0,0,0,0,0.0
