,선수명,연도,팀명,포지션,안타,2타,3타,홈런,볼넷,출루율
5714,최형우,2012,삼성,LF,125,27,1,14,55,0.348
5715,김상수,2012,삼성,SS,115,18,4,2,41,0.345
5716,진갑용,2012,삼성,C,96,15,1,6,17,0.354
5717,박한이,2012,삼성,RF,118,19,4,1,58,0.39299999999999996
5718,조동찬,2012,삼성,2B,77,15,2,6,28,0.363
5719,배영섭,2012,삼성,CF,101,15,2,2,48,0.335
5720,정형식,2012,삼성,CF,65,11,3,4,30,0.32299999999999995
5721,강봉규,2012,삼성,LF,60,10,1,6,28,0.332
5722,이지영,2012,삼성,C,41,3,0,0,4,0.34299999999999997
5723,손주인,2012,삼성,2B,36,6,2,0,10,0.306
5724,강명구,2012,삼성,2B,1,0,0,0,1,0.182
5725,김종호,2012,삼성,LF,3,0,0,0,1,0.35700000000000004
5726,채태인,2012,삼성,1B,28,7,0,1,21,0.321
5727,김동명,2012,삼성,C,0,0,0,0,1,0.5
5728,신명철,2012,삼성,2B,21,2,1,2,8,0.26899999999999996
5729,성의준,2012,삼성,3B,0,0,0,0,0,0.0
5730,손형준,2012,삼성,1B,0,0,0,0,0,0.0
5731,우동균,2012,삼성,RF,9,3,0,1,7,0.28600000000000003
5732,김경모,2012,삼성,2B,0,0,0,0,0,0.0
5733,채상병,2012,삼성,C,0,0,0,0,0,0.0
5734,조영훈,2012,삼성,1B,10,1,0,0,4,0.298
5735,이정식,2012,삼성,C,8,0,0,0,7,0.262
5736,김헌곤,2012,삼성,RF,2,1,0,0,0,0.111
5737,김태균,2012,한화,1B,151,24,0,16,81,0.474
5738,최진행,2012,한화,LF,98,26,0,17,66,0.361
5739,이대수,2012,한화,SS,105,23,4,4,27,0.32899999999999996
5740,장성호,2012,한화,1B,113,28,0,9,67,0.364
5741,김경언,2012,한화,CF,65,14,2,4,39,0.34
5742,오선진,2012,한화,3B,105,18,3,3,25,0.316
5743,고동진,2012,한화,RF,76,12,0,3,38,0.3670000000000001
5744,한상훈,2012,한화,2B,61,11,1,3,49,0.35200000000000004
5745,강동우,2012,한화,RF,65,16,1,2,26,0.319
5746,최승환,2012,한화,C,13,1,0,1,5,0.377
5747,이여상,2012,한화,3B,43,7,0,3,15,0.302
5748,양성우,2012,한화,CF,17,3,0,0,15,0.32
5749,백승룡,2012,한화,2B,12,1,0,0,6,0.344
5750,오재필,2012,한화,CF,15,1,0,1,9,0.313
5751,추승우,2012,한화,RF,9,5,1,0,6,0.271
5752,정원석,2012,한화,1B,0,0,0,0,3,0.6
5753,박노민,2012,한화,C,7,1,0,0,6,0.27699999999999997
5754,정범모,2012,한화,C,30,10,0,3,13,0.23800000000000002
5755,이양기,2012,한화,RF,11,2,0,0,2,0.29600000000000004
5756,강정호,2012,히어로즈,SS,137,32,0,25,71,0.413
5757,박병호,2012,히어로즈,1B,136,34,0,31,73,0.39299999999999996
5758,서건창,2012,히어로즈,2B,115,21,10,1,45,0.342
5759,이택근,2012,히어로즈,CF,95,20,1,8,31,0.335
5760,장민석,2012,히어로즈,LF,102,9,5,8,40,0.315
5761,김민성,2012,히어로즈,3B,62,9,0,4,17,0.34600000000000003
5762,김민우,2012,히어로즈,3B,45,6,2,5,22,0.313
5763,오윤,2012,히어로즈,LF,40,3,1,3,29,0.35100000000000003
5764,정수성,2012,히어로즈,RF,44,7,3,2,29,0.32799999999999996
5765,이성열,2012,히어로즈,두RF,58,12,0,7,25,0.3
5766,허도환,2012,히어로즈,C,41,11,0,1,15,0.272
5767,유한준,2012,히어로즈,RF,59,11,1,3,19,0.299
5768,유재신,2012,히어로즈,3B,20,2,2,0,6,0.28300000000000003
5769,최경철,2012,히어로즈,C,28,3,1,0,6,0.26899999999999996
5770,지재옥,2012,히어로즈,C,6,1,0,1,10,0.29
5771,최경철,2012,히어로즈,넥C,29,3,1,0,6,0.263
5772,나지완,2013,KIA,LF,125,18,0,21,62,0.39399999999999996
5773,이범호,2013,KIA,3B,108,17,0,24,62,0.35
5774,이용규,2013,KIA,CF,115,20,1,2,44,0.375
5775,신종길,2013,KIA,RF,117,22,5,4,30,0.365
5776,김선빈,2013,KIA,SS,93,12,0,1,39,0.37799999999999995
5777,최희섭,2013,KIA,1B,65,17,1,11,44,0.38
5778,안치홍,2013,KIA,2B,103,15,0,3,52,0.33799999999999997
5779,박기남,2013,KIA,3B,50,11,0,4,25,0.379
5780,김주찬,2013,KIA,LF,51,9,4,0,15,0.3720000000000001
5781,차일목,2013,KIA,C,55,9,1,0,33,0.35700000000000004
5782,이종환,2013,KIA,RF,35,9,0,1,12,0.348
5783,김상현,2013,KIA,RF,16,4,0,2,13,0.349
5784,황정립,2013,KIA,1B,11,2,0,1,10,0.40399999999999997
5785,김원섭,2013,KIA,LF,18,8,0,1,23,0.345
5786,김주형,2013,KIA,1B,60,8,0,9,23,0.308
5787,김상훈,2013,KIA,C,20,4,0,0,13,0.33
5788,김광연,2013,KIA,SS,5,0,0,0,0,0.625
5789,서용주,2013,KIA,CF,0,0,0,0,0,0.0
5790,백용환,2013,KIA,C,9,4,0,0,6,0.259
5791,유재혁,2013,KIA,RF,1,0,0,0,3,0.267
5792,이동훈,2013,KIA,RF,4,0,0,0,5,0.31
5793,고영우,2013,KIA,SS,1,0,0,0,0,0.091
5794,최훈락,2013,KIA,CF,2,0,0,0,0,0.158
5795,홍재호,2013,KIA,SS,24,2,0,2,13,0.275
5796,이성우,2013,KIA,C,3,0,0,0,0,0.136
5797,이홍구,2013,KIA,C,14,1,1,2,5,0.21100000000000002
5798,이준호,2013,KIA,LF,12,2,0,0,3,0.24600000000000002
5799,윤완주,2013,KIA,SS,8,1,0,0,2,0.193
5800,박용택,2013,LG,CF,156,22,4,7,52,0.39299999999999996
5801,정성훈,2013,LG,3B,127,22,1,9,59,0.405
5802,오지환,2013,LG,SS,113,20,8,9,54,0.34700000000000003
5803,이병규,2013,LG,RF,130,19,3,5,22,0.384
5804,이진영,2013,LG,RF,121,26,1,3,37,0.39
5805,손주인,2013,LG,2B,93,17,3,3,40,0.345
5806,정의윤,2013,LG,LF,100,15,5,5,26,0.332
5807,이병규,2013,LG,1B,50,6,1,2,26,0.39299999999999996
5808,김용의,2013,LG,1B,83,6,5,5,34,0.34600000000000003
5809,권용관,2013,LG,SS,24,6,0,4,12,0.316
5810,정주현,2013,LG,2B,18,4,2,0,16,0.34
5811,현재윤,2013,LG,C,26,5,0,1,10,0.345
5812,윤요섭,2013,LG,C,38,8,1,1,23,0.306
5813,문선재,2013,LG,1B,58,10,1,4,13,0.316
5814,이대형,2013,LG,CF,42,5,1,1,19,0.312
5815,최경철,2013,LG,C,13,2,1,0,4,0.317
5816,김지성,2013,LG,2B,0,0,0,0,0,0.0
5817,임도현,2013,LG,RF,0,0,0,0,0,0.0
5818,최동수,2013,LG,1B,0,0,0,0,0,0.0
5819,조윤준,2013,LG,C,6,0,1,0,0,0.226
5820,김재민,2013,LG,C,1,0,0,0,0,0.125
5821,서동욱,2013,LG,2B,0,0,0,0,1,0.2
5822,최승준,2013,LG,C,0,0,0,0,0,0.0
5823,최영진,2013,LG,1B,1,0,0,0,0,0.125
5824,이천웅,2013,LG,RF,1,0,0,0,0,0.091
5825,양영동,2013,LG,RF,9,1,0,0,3,0.28600000000000003
5826,모창민,2013,NC,3B,109,24,3,12,37,0.33899999999999997
5827,김종호,2013,NC,LF,129,12,7,0,57,0.376
5828,나성범,2013,NC,CF,98,18,5,14,33,0.319
5829,이호준,2013,NC,DH,123,25,1,20,60,0.36200000000000004
5830,조영훈,2013,NC,1B,107,26,3,6,39,0.35
5831,이상호,2013,NC,2B,31,7,1,0,10,0.304
5832,지석훈,2013,NC,2B,68,21,2,3,30,0.3
5833,박정준,2013,NC,LF,41,6,0,4,23,0.337
5834,이현곤,2013,NC,1B,38,7,0,0,16,0.361
5835,노진혁,2013,NC,SS,73,19,2,3,26,0.282
5836,권희동,2013,NC,RF,71,19,1,15,36,0.28
5837,박민우,2013,NC,2B,11,1,0,0,5,0.34
5838,차화준,2013,NC,2B,24,6,0,1,12,0.306
5839,조평호,2013,NC,1B,21,6,0,2,6,0.318
5840,강진성,2013,NC,3B,1,1,0,0,1,0.667
5841,마낙길,2013,NC,LF,9,1,0,0,1,0.33299999999999996
5842,박헌욱,2013,NC,LF,0,0,0,0,0,
5843,김성욱,2013,NC,LF,1,0,0,0,0,0.25
5844,강구성,2013,NC,LF,0,0,0,0,0,0.0
5845,박으뜸,2013,NC,CF,5,1,0,0,3,0.29
5846,김동건,2013,NC,3B,2,0,0,1,1,0.177
5847,김태군,2013,NC,C,59,5,0,4,19,0.28
5848,김종찬,2013,NC,RF,1,0,0,0,0,0.14300000000000002
5849,허준,2013,NC,C,2,0,0,1,0,0.11800000000000001
5850,이창섭,2013,NC,3B,0,0,0,0,0,0.0
5851,김준완,2013,NC,RF,0,0,0,0,0,0.0
5852,이명환,2013,NC,1B,1,0,0,0,0,0.111
5853,박상혁,2013,NC,RF,2,0,0,0,0,0.133
5854,김태우,2013,NC,C,0,0,0,0,1,0.071
5855,최정,2013,SK,3B,137,18,0,28,64,0.429
5856,김강민,2013,SK,CF,106,22,3,10,36,0.37
5857,박정권,2013,SK,1B,106,20,1,18,64,0.39399999999999996
5858,정근우,2013,SK,2B,114,19,3,9,50,0.368
5859,정상호,2013,SK,C,58,11,0,6,20,0.36
5860,한동민,2013,SK,RF,75,15,2,14,20,0.34299999999999997
5861,이재원,2013,SK,C,57,10,1,8,17,0.313
5862,박진만,2013,SK,SS,69,14,1,3,37,0.34600000000000003
5863,박재상,2013,SK,LF,69,9,2,8,25,0.331
5864,조동화,2013,SK,RF,85,11,3,0,46,0.35700000000000004
5865,이명기,2013,SK,LF,34,3,2,1,9,0.391
5866,김재현,2013,SK,RF,10,2,1,0,4,0.342
5867,조인성,2013,SK,C,44,10,0,7,7,0.244
5868,김상현,2013,SK,RF,60,13,0,5,16,0.289
5869,김정훈,2013,SK,C,2,0,0,0,0,0.667
5870,최윤석,2013,SK,SS,13,4,0,0,13,0.342
5871,안치용,2013,SK,LF,10,0,0,1,4,0.311
5872,홍명찬,2013,SK,3B,2,0,0,0,0,0.28600000000000003
5873,박승욱,2013,SK,SS,5,0,0,0,3,0.28600000000000003
5874,김성현,2013,SK,SS,35,7,1,1,16,0.29100000000000004
5875,박인성,2013,SK,SS,0,0,0,0,0,0.0
5876,정규창,2013,SK,2B,0,0,0,0,0,0.0
5877,김경근,2013,SK,LF,0,0,0,0,0,0.0
5878,정진기,2013,SK,RF,1,0,0,0,0,0.125
5879,김도현,2013,SK,RF,0,0,0,0,0,0.0
5880,박경완,2013,SK,C,2,0,0,1,0,0.15
5881,조성우,2013,SK,1B,20,0,0,4,10,0.275
5882,나주환,2013,SK,SS,2,0,0,0,0,0.087
5883,임훈,2013,SK,RF,18,1,0,0,4,0.267
5884,박병호,2013,넥센,1B,143,17,0,37,92,0.4370000000000001
5885,강정호,2013,넥센,SS,131,21,1,22,68,0.387
5886,김민성,2013,넥센,3B,129,24,2,15,42,0.36
5887,이택근,2013,넥센,CF,137,31,1,9,39,0.345
5888,서건창,2013,넥센,2B,84,13,2,0,33,0.35200000000000004
5889,문우람,2013,넥센,RF,78,19,0,4,25,0.373
5890,이성열,2013,넥센,RF,67,12,0,18,23,0.32799999999999996
5891,서동욱,2013,넥센,2B,57,12,1,6,29,0.36200000000000004
5892,유한준,2013,넥센,RF,81,13,0,7,37,0.358
5893,오윤,2013,넥센,LF,34,5,0,0,20,0.401
5894,허도환,2013,넥센,C,56,12,1,1,29,0.327
5895,안태영,2013,넥센,1B,12,2,0,1,1,0.405
5896,김민우,2013,넥센,3B,14,1,1,0,5,0.364
5897,송지만,2013,넥센,RF,14,1,0,2,4,0.33899999999999997
5898,김지수,2013,넥센,2B,13,2,0,0,7,0.35700000000000004
5899,박동원,2013,넥센,C,19,6,0,1,7,0.255
5900,지석훈,2013,넥센,2B,0,0,0,0,1,0.735
5901,조중근,2013,넥센,LF,3,0,0,0,0,0.3
5902,신현철,2013,넥센,3B,1,0,0,0,2,0.273
5903,장민석,2013,넥센,LF,87,16,2,2,35,0.307
5904,지재옥,2013,넥센,C,0,0,0,0,2,0.16699999999999998
5905,박헌도,2013,넥센,LF,1,1,0,0,1,0.154
5906,유재신,2013,넥센,3B,4,0,0,0,2,0.304
5907,정수성,2013,넥센,RF,2,1,0,0,1,0.158
5908,이종욱,2013,두산,CF,123,23,6,6,38,0.369
5909,민병헌,2013,두산,RF,122,21,7,9,40,0.387
5910,김현수,2013,두산,LF,131,23,1,16,62,0.382
5911,오재원,2013,두산,2B,80,14,7,7,49,0.3670000000000001
5912,이원석,2013,두산,3B,83,12,0,10,29,0.385
5913,홍성흔,2013,두산,DH,140,21,0,15,57,0.379
5914,양의지,2013,두산,C,77,19,0,7,36,0.33799999999999997
5915,김재호,2013,두산,SS,78,10,3,1,26,0.377
5916,허경민,2013,두산,2B,68,9,1,1,27,0.387
5917,정수빈,2013,두산,CF,63,2,8,2,16,0.337
5918,최준석,2013,두산,1B,60,8,0,7,39,0.376
5919,오재일,2013,두산,1B,35,12,0,3,20,0.406
5920,손시헌,2013,두산,SS,59,14,1,1,21,0.32799999999999996
5921,임재철,2013,두산,RF,29,5,1,0,27,0.42
5922,최재훈,2013,두산,C,24,5,0,2,6,0.365
5923,최주환,2013,두산,2B,27,5,1,2,8,0.35
5924,윤석민,2013,두산,3B,20,5,0,2,4,0.34299999999999997
5925,김동한,2013,두산,2B,7,2,1,1,2,0.409
5926,김동주,2013,두산,3B,21,2,0,1,10,0.35600000000000004
5927,고영민,2013,두산,2B,4,1,0,1,3,0.41200000000000003
5928,박세혁,2013,두산,C,6,3,0,0,3,0.33299999999999996
5929,오현근,2013,두산,RF,1,0,0,0,0,0.25
5930,박건우,2013,두산,RF,13,1,0,1,1,0.3
5931,손아섭,2013,롯데,RF,172,23,4,11,64,0.42100000000000004
5932,전준우,2013,롯데,CF,125,25,1,7,65,0.3670000000000001
5933,강민호,2013,롯데,C,77,13,0,11,60,0.366
5934,황재균,2013,롯데,3B,134,29,3,7,49,0.35
5935,정훈,2013,롯데,SS,88,15,3,5,30,0.32799999999999996
5936,박준서,2013,롯데,2B,37,6,1,2,13,0.374
5937,김대우,2013,롯데,DH,43,15,2,4,33,0.361
5938,장성호,2013,롯데,1B,64,10,1,4,35,0.363
5939,김문호,2013,롯데,LF,36,10,0,0,21,0.373
5940,신본기,2013,롯데,SS,55,11,0,1,24,0.312
5941,조홍석,2013,롯데,LF,16,6,1,0,8,0.368
5942,조성환,2013,롯데,2B,40,6,0,1,17,0.312
5943,문규현,2013,롯데,SS,24,2,0,0,11,0.307
5944,이우민,2013,롯데,CF,55,5,0,0,15,0.322
5945,박종윤,2013,롯데,1B,97,24,2,7,21,0.298
5946,김준태,2013,롯데,C,2,0,0,0,0,0.33299999999999996
5947,양종민,2013,롯데,SS,0,0,0,0,0,
5948,황동채,2013,롯데,LF,10,0,0,0,6,0.34
5949,고도현,2013,롯데,CF,1,0,0,0,0,0.25
5950,이인구,2013,롯데,LF,0,0,0,0,0,0.0
5951,임종혁,2013,롯데,RF,0,0,0,0,1,0.14300000000000002
5952,정보명,2013,롯데,DH,3,1,0,0,4,0.304
5953,박기혁,2013,롯데,SS,12,2,0,0,9,0.304
5954,손용석,2013,롯데,2B,0,0,0,0,0,0.0
5955,김상호,2013,롯데,1B,9,3,0,0,5,0.28
5956,김사훈,2013,롯데,C,3,1,0,0,4,0.235
5957,백민기,2013,롯데,LF,2,0,0,0,0,0.111
5958,박석민,2013,삼성,3B,126,24,0,18,54,0.425
5959,최형우,2013,삼성,LF,156,28,0,29,47,0.3670000000000001
5960,채태인,2013,삼성,1B,114,15,0,11,38,0.45899999999999996
5961,배영섭,2013,삼성,CF,116,16,4,2,52,0.402
5962,김상수,2013,삼성,SS,111,17,3,7,30,0.354
5963,정형식,2013,삼성,CF,76,20,5,3,31,0.37
5964,박한이,2013,삼성,RF,112,12,3,6,51,0.366
5965,진갑용,2013,삼성,C,49,9,0,6,12,0.33
5966,김태완,2013,삼성,2B,44,10,0,6,22,0.36
5967,조동찬,2013,삼성,2B,53,15,0,7,25,0.327
5968,이상훈,2013,삼성,LF,10,1,0,2,3,0.47100000000000003
5969,이승엽,2013,삼성,1B,112,24,0,13,30,0.298
5970,우동균,2013,삼성,RF,18,6,0,1,11,0.32299999999999995
5971,백상원,2013,삼성,2B,2,1,0,0,0,0.5
5972,이정식,2013,삼성,C,4,0,0,1,0,0.235
5973,김동명,2013,삼성,C,1,0,0,0,0,0.5
5974,성의준,2013,삼성,3B,4,2,0,0,1,0.313
5975,강봉규,2013,삼성,LF,17,5,0,0,14,0.327
5976,박찬도,2013,삼성,LF,0,0,0,0,0,0.5
5977,이지영,2013,삼성,C,64,4,1,0,14,0.278
5978,박해민,2013,삼성,RF,0,0,0,0,0,
5979,강명구,2013,삼성,2B,11,0,1,0,4,0.254
5980,정현,2013,삼성,2B,4,1,0,1,0,0.191
5981,김헌곤,2013,삼성,RF,0,0,0,0,0,0.0
5982,모상기,2013,삼성,1B,1,0,0,0,2,0.3
5983,신명철,2013,삼성,2B,17,1,0,0,9,0.317
5984,정병곤,2013,삼성,2B,13,1,0,0,3,0.258
5985,김태균,2013,한화,1B,110,24,0,10,73,0.444
5986,최진행,2013,한화,LF,110,27,0,8,50,0.387
5987,정현석,2013,한화,CF,102,15,1,4,37,0.365
5988,이대수,2013,한화,SS,100,23,2,4,38,0.33
5989,한상훈,2013,한화,2B,68,13,4,0,47,0.38299999999999995
5990,송광민,2013,한화,SS,64,13,0,7,18,0.322
5991,이양기,2013,한화,RF,57,8,1,3,17,0.38
5992,추승우,2013,한화,RF,48,7,0,1,17,0.38299999999999995
5993,김경언,2013,한화,CF,59,14,1,1,26,0.355
5994,김태완,2013,한화,DH,64,13,0,3,33,0.324
5995,정범모,2013,한화,C,44,12,0,1,15,0.313
5996,오선진,2013,한화,3B,59,8,2,2,23,0.315
5997,고동진,2013,한화,RF,85,14,0,1,34,0.35
5998,전현태,2013,한화,2B,5,1,1,1,4,0.282
5999,장운호,2013,한화,LF,6,3,0,0,1,0.33299999999999996
6000,임경훈,2013,한화,SS,0,0,0,0,3,0.5
6001,엄태용,2013,한화,C,15,4,0,0,2,0.258
6002,백승룡,2013,한화,2B,0,0,0,0,0,
6003,박상규,2013,한화,LF,1,0,0,0,1,0.28600000000000003
6004,양성우,2013,한화,CF,0,0,0,0,0,0.0
6005,조정원,2013,한화,2B,9,0,0,0,8,0.309
6006,박노민,2013,한화,C,14,4,0,0,2,0.242
6007,임세업,2013,한화,LF,2,0,0,0,0,0.28600000000000003
6008,이준수,2013,한화,C,13,3,0,0,3,0.264
6009,강동우,2013,한화,RF,11,1,1,0,7,0.3
6010,임익준,2013,한화,2B,16,1,0,0,4,0.299
6011,최승환,2013,한화,C,1,0,0,0,2,0.188
6012,연경흠,2013,한화,LF,0,0,0,0,0,0.0
6013,박병호,2013,히어로즈,1B,143,17,0,37,92,0.4370000000000001
6014,강정호,2013,히어로즈,SS,131,21,1,22,68,0.387
6015,김민성,2013,히어로즈,3B,129,24,2,15,42,0.36
6016,이택근,2013,히어로즈,CF,137,31,1,9,39,0.345
6017,서건창,2013,히어로즈,2B,84,13,2,0,33,0.35200000000000004
6018,문우람,2013,히어로즈,RF,78,19,0,4,25,0.373
6019,이성열,2013,히어로즈,RF,67,12,0,18,23,0.32799999999999996
6020,서동욱,2013,히어로즈,2B,57,12,1,6,29,0.36200000000000004
6021,서동욱,2013,히어로즈,넥2B,57,12,1,6,30,0.35600000000000004
6022,유한준,2013,히어로즈,RF,81,13,0,7,37,0.358
6023,오윤,2013,히어로즈,LF,34,5,0,0,20,0.401
6024,허도환,2013,히어로즈,C,56,12,1,1,29,0.327
6025,지석훈,2013,히어로즈,N2B,68,21,2,3,31,0.302
6026,안태영,2013,히어로즈,1B,12,2,0,1,1,0.405
6027,김민우,2013,히어로즈,3B,14,1,1,0,5,0.364
6028,송지만,2013,히어로즈,RF,14,1,0,2,4,0.33899999999999997
6029,김지수,2013,히어로즈,2B,13,2,0,0,7,0.35700000000000004
6030,박동원,2013,히어로즈,C,19,6,0,1,7,0.255
6031,지석훈,2013,히어로즈,2B,0,0,0,0,1,0.735
6032,조중근,2013,히어로즈,LF,3,0,0,0,0,0.3
6033,신현철,2013,히어로즈,3B,1,0,0,0,2,0.273
6034,장민석,2013,히어로즈,LF,87,16,2,2,35,0.307
6035,지재옥,2013,히어로즈,C,0,0,0,0,2,0.16699999999999998
6036,박헌도,2013,히어로즈,LF,1,1,0,0,1,0.154
6037,유재신,2013,히어로즈,3B,4,0,0,0,2,0.304
6038,정수성,2013,히어로즈,RF,2,1,0,0,1,0.158
6039,안치홍,2014,KIA,2B,147,31,2,18,33,0.39
6040,김주찬,2014,KIA,LF,138,32,4,9,31,0.397
6041,나지완,2014,KIA,DH,124,22,0,19,54,0.40399999999999997
6042,이범호,2014,KIA,3B,94,23,0,19,41,0.36
6043,필,2014,KIA,1B,112,27,0,19,22,0.35200000000000004
6044,이대형,2014,KIA,CF,149,15,9,1,35,0.3720000000000001
6045,신종길,2014,KIA,RF,105,24,6,9,29,0.345
6046,김민우,2014,KIA,SS,42,10,0,3,36,0.387
6047,박기남,2014,KIA,3B,49,9,0,3,22,0.371
6048,김다원,2014,KIA,RF,51,13,1,5,12,0.32899999999999996
6049,이종환,2014,KIA,RF,35,9,0,2,11,0.353
6050,박준태,2014,KIA,RF,11,0,0,0,8,0.436
6051,윤완주,2014,KIA,2B,2,0,0,0,1,1.0
6052,김선빈,2014,KIA,SS,27,4,0,0,3,0.313
6053,김원섭,2014,KIA,RF,18,4,1,0,17,0.354
6054,임준섭,2014,KIA,P,0,0,0,0,0,0.0
6055,김주형,2014,KIA,1B,37,4,0,7,17,0.326
6056,강한울,2014,KIA,SS,55,5,4,0,8,0.294
6057,김상훈,2014,KIA,C,1,0,0,0,2,0.25
6058,박용택,2014,LG,CF,159,24,2,9,75,0.43
6059,이병규,2014,LG,LF,110,28,3,16,74,0.423
6060,정성훈,2014,LG,1B,126,25,1,13,59,0.424
6061,오지환,2014,LG,SS,104,20,8,8,51,0.354
6062,이진영,2014,LG,RF,134,19,2,6,45,0.384
6063,조쉬벨,2014,LG,3B,64,8,1,10,30,0.34600000000000003
6064,손주인,2014,LG,2B,99,11,0,5,30,0.358
6065,채은성,2014,LG,RF,44,11,1,1,21,0.385
6066,박경수,2014,LG,2B,37,6,1,2,25,0.344
6067,정의윤,2014,LG,LF,69,14,0,7,21,0.32799999999999996
6068,현재윤,2014,LG,C,8,2,0,0,1,0.563
6069,박용근,2014,LG,SS,4,2,0,0,6,0.4
6070,스나이더,2014,LG,CF,21,7,0,4,9,0.292
6071,최승준,2014,LG,1B,10,3,0,2,2,0.3
6072,김지성,2014,LG,SS,1,0,1,0,1,0.28600000000000003
6073,봉중근,2014,LG,P,0,0,0,0,0,0.0
6074,황목치승,2014,LG,SS,14,0,1,0,1,0.319
6075,조윤준,2014,LG,C,1,0,0,0,1,0.25
6076,문선재,2014,LG,,3,1,0,0,3,0.25
6077,김재민,2014,LG,C,1,0,0,0,2,0.16699999999999998
6078,윤요섭,2014,LG,C,15,4,0,0,2,0.25
6079,임재철,2014,LG,CF,16,1,0,0,5,0.306
6080,권용관,2014,LG,SS,2,1,0,0,1,0.158
6081,최경철,2014,LG,C,62,11,0,4,22,0.28
6082,테임즈,2014,NC,1B,152,30,6,37,58,0.42200000000000004
6083,나성범,2014,NC,CF,157,28,5,30,42,0.4
6084,박민우,2014,NC,2B,124,21,9,1,56,0.392
6085,손시헌,2014,NC,SS,90,20,1,5,34,0.368
6086,이종욱,2014,NC,RF,126,28,4,6,40,0.342
6087,이호준,2014,NC,DH,115,20,0,23,67,0.371
6088,지석훈,2014,NC,SS,58,14,4,6,16,0.34
6089,모창민,2014,NC,3B,110,15,0,16,37,0.32
6090,권희동,2014,NC,LF,63,10,2,7,25,0.363
6091,조영훈,2014,NC,1B,29,4,0,6,10,0.325
6092,김준완,2014,NC,RF,2,0,0,0,1,0.6
6093,김종호,2014,NC,LF,83,11,4,2,19,0.316
6094,마낙길,2014,NC,LF,0,0,0,0,1,0.5
6095,최재원,2014,NC,,0,0,0,0,1,0.5
6096,박명환,2014,NC,P,0,0,0,0,0,0.0
6097,이창섭,2014,NC,,0,0,0,0,0,0.0
6098,홍성용,2014,NC,P,0,0,0,0,0,0.0
6099,김태우,2014,NC,C,1,1,0,0,0,0.2
6100,김태군,2014,NC,C,77,13,0,0,12,0.297
6101,허준,2014,NC,C,5,3,0,0,5,0.294
6102,김성욱,2014,NC,RF,4,1,0,1,3,0.26899999999999996
6103,조평호,2014,NC,,0,0,0,0,0,0.0
6104,김강민,2014,SK,CF,130,29,3,16,43,0.368
6105,이재원,2014,SK,DH,139,30,2,12,49,0.413
6106,최정,2014,SK,3B,94,20,0,14,37,0.397
6107,박정권,2014,SK,1B,140,33,2,27,41,0.3670000000000001
6108,김성현,2014,SK,SS,113,20,1,5,55,0.376
6109,이명기,2014,SK,LF,105,13,2,4,21,0.414
6110,임훈,2014,SK,RF,87,13,1,2,37,0.40700000000000003
6111,나주환,2014,SK,2B,115,25,0,7,36,0.332
6112,정상호,2014,SK,C,56,13,1,9,18,0.305
6113,박계현,2014,SK,3B,44,9,0,0,8,0.371
6114,스캇,2014,SK,DH,28,7,0,6,20,0.392
6115,김상현,2014,SK,LF,21,3,1,5,5,0.31
6116,한동민,2014,SK,1B,36,10,3,3,11,0.32299999999999995
6117,신현철,2014,SK,SS,17,3,0,1,8,0.34299999999999997
6118,조동화,2014,SK,RF,116,12,5,2,43,0.33
6119,허웅,2014,SK,C,2,0,0,0,0,0.28600000000000003
6120,김정훈,2014,SK,C,0,0,0,0,0,0.0
6121,박희수,2014,SK,P,0,0,0,0,0,0.0
6122,김재현,2014,SK,CF,5,1,0,0,0,0.25
6123,조성우,2014,SK,DH,0,0,0,0,0,0.0
6124,박진만,2014,SK,SS,8,1,0,0,2,0.294
6125,박윤,2014,SK,1B,4,0,0,0,0,0.267
6126,안정광,2014,SK,3B,6,1,0,0,3,0.281
6127,강정호,2014,넥센,SS,149,36,2,40,68,0.45899999999999996
6128,서건창,2014,넥센,2B,201,41,17,7,59,0.43799999999999994
6129,박병호,2014,넥센,1B,139,16,2,52,96,0.433
6130,이택근,2014,넥센,CF,135,32,1,21,51,0.386
6131,유한준,2014,넥센,RF,128,31,0,20,46,0.384
6132,김민성,2014,넥센,3B,128,29,2,12,30,0.349
6133,로티노,2014,넥센,LF,66,18,0,2,29,0.389
6134,문우람,2014,넥센,LF,92,24,4,6,33,0.35200000000000004
6135,박동원,2014,넥센,C,44,7,2,6,13,0.321
6136,이성열,2014,넥센,DH,66,10,0,14,24,0.341
6137,안태영,2014,넥센,DH,17,6,0,1,7,0.425
6138,허도환,2014,넥센,C,40,8,0,2,20,0.322
6139,박헌도,2014,넥센,LF,23,2,0,4,9,0.327
6140,홍성갑,2014,넥센,,1,0,0,0,0,0.5
6141,강지광,2014,넥센,,0,0,0,0,0,0.0
6142,손승락,2014,넥센,P,0,0,0,0,0,0.0
6143,윤석민,2014,넥센,3B,75,12,0,10,18,0.314
6144,김하성,2014,넥센,SS,9,2,1,2,8,0.298
6145,유재신,2014,넥센,,0,0,0,0,0,0.0
6146,임태준,2014,넥센,C,1,0,0,0,2,0.214
6147,김지수,2014,넥센,SS,4,0,0,0,4,0.29600000000000004
6148,오윤,2014,넥센,LF,0,0,0,0,1,0.14300000000000002
6149,고종욱,2014,넥센,LF,0,0,0,0,2,0.14300000000000002
6150,서동욱,2014,넥센,LF,5,1,0,0,3,0.237
6151,민병헌,2014,두산,RF,162,30,3,12,37,0.395
